Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział;per_capita;percapita_super_label
82;758;75831;Część równoważąca subwencji ogólnej dla gmin;994753;82-758-75831;82-758;994.8 MLN;Część równoważąca subwencji ogólnej dla gmin 994.8 MLN;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia;26;Część równoważąca subwencji ogólnej dla gmin 26 zł
82;758;75832;Część równoważąca subwencji ogólnej dla powiatów;1508028;82-758-75832;82-758;1.5 MLD;Część równoważąca subwencji ogólnej dla powiatów 1.5 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia;39;Część równoważąca subwencji ogólnej dla powiatów 39 zł
82;758;75833;Część regionalna subwencji ogólnej dla województw;1169059;82-758-75833;82-758;1.2 MLD;Część regionalna subwencji ogólnej dla województw 1.2 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia;30;Część regionalna subwencji ogólnej dla województw 30 zł
84;;;ŚRODKI WŁASNE UNII EUROPEJSKIEJ;33072735;84;total;33.1 MLD;ŚRODKI WŁASNE UNII EUROPEJSKIEJ 33.1 MLD;ŚRODKI WŁASNE UNII EUROPEJSKIEJ;ŚRODKI WŁASNE UNII EUROPEJSKIEJ;875;ŚRODKI WŁASNE UNII EUROPEJSKIEJ 875 zł
84;758;;Różne rozliczenia;33072735;84-758;84;33.1 MLD;Różne rozliczenia 33.1 MLD;ŚRODKI WŁASNE UNII EUROPEJSKIEJ;Różne rozliczenia;875;Różne rozliczenia 875 zł
84;758;75850;Rozliczenia z budżetem ogólnym Unii Europejskiej z tytułu środków własnych;33072735;84-758-75850;84-758;33.1 MLD;Rozliczenia z budżetem ogólnym Unii Europejskiej z tytułu środków własnych 33.1 MLD;ŚRODKI WŁASNE UNII EUROPEJSKIEJ;Różne rozliczenia;875;Rozliczenia z budżetem ogólnym Unii Europejskiej z tytułu środków własnych 875 zł
85;;;BUDŻETY WOJEWODÓW OGÓŁEM;34672162;85;total;34.7 MLD;BUDŻETY WOJEWODÓW OGÓŁEM 34.7 MLD;BUDŻETY WOJEWODÓW OGÓŁEM;BUDŻETY WOJEWODÓW OGÓŁEM;918;BUDŻETY WOJEWODÓW OGÓŁEM 918 zł
85;010;;Rolnictwo i łowiectwo;2207898;85-010;85;2.2 MLD;Rolnictwo i łowiectwo 2.2 MLD;BUDŻETY WOJEWODÓW OGÓŁEM;Rolnictwo i łowiectwo;58;Rolnictwo i łowiectwo 58 zł
85;010;01005;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa;311928;85-010-01005;85-010;311.9 MLN;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa 311.9 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rolnictwo i łowiectwo;8;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa 8 zł
85;010;01009;Spółki wodne;4736;85-010-01009;85-010;4.7 MLN;Spółki wodne 4.7 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rolnictwo i łowiectwo;0;Spółki wodne 0 zł
85;010;01022;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego;388382;85-010-01022;85-010;388.4 MLN;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego 388.4 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rolnictwo i łowiectwo;10;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego 10 zł
85;010;01023;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych;66781;85-010-01023;85-010;66.8 MLN;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych 66.8 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rolnictwo i łowiectwo;1;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych 1 zł
85;010;01032;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa;210943;85-010-01032;85-010;210.9 MLN;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa 210.9 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rolnictwo i łowiectwo;5;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa 5 zł
85;010;01033;Wojewódzkie inspektoraty weterynarii;202366;85-010-01033;85-010;202.4 MLN;Wojewódzkie inspektoraty weterynarii 202.4 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rolnictwo i łowiectwo;5;Wojewódzkie inspektoraty weterynarii 5 zł
85;010;01034;Powiatowe inspektoraty weterynarii;851059;85-010-01034;85-010;851.1 MLN;Powiatowe inspektoraty weterynarii 851.1 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rolnictwo i łowiectwo;22;Powiatowe inspektoraty weterynarii 22 zł
85;010;01041;Program Rozwoju Obszarów Wiejskich;129555;85-010-01041;85-010;129.6 MLN;Program Rozwoju Obszarów Wiejskich 129.6 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rolnictwo i łowiectwo;3;Program Rozwoju Obszarów Wiejskich 3 zł
85;010;01095;Pozostała działalność;42148;85-010-01095;85-010;42.1 MLN;Pozostała działalność 42.1 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rolnictwo i łowiectwo;1;Pozostała działalność 1 zł
85;020;;Leśnictwo;6677;85-020;85;6.7 MLN;Leśnictwo 6.7 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Leśnictwo;0;Leśnictwo 0 zł
85;020;02001;Gospodarka leśna;6003;85-020-02001;85-020;6.0 MLN;Gospodarka leśna 6.0 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Leśnictwo;0;Gospodarka leśna 0 zł
85;020;02095;Pozostała działalność;674;85-020-02095;85-020;0.7 MLN;Pozostała działalność 0.7 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Leśnictwo;0;Pozostała działalność 0 zł
85;050;;Rybołówstwo i rybactwo;39569;85-050;85;39.6 MLN;Rybołówstwo i rybactwo 39.6 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rybołówstwo i rybactwo;1;Rybołówstwo i rybactwo 1 zł
85;050;05003;Państwowa Straż Rybacka;35155;85-050-05003;85-050;35.2 MLN;Państwowa Straż Rybacka 35.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rybołówstwo i rybactwo;0;Państwowa Straż Rybacka 0 zł
85;050;05011;Program Operacyjny Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007–2013, Program Operacyjny Rybactwo i Morze 2014–2020 oraz Program Fundusze Europejskie dla Rybactwa;4148;85-050-05011;85-050;4.1 MLN;Program Operacyjny Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007–2013, Program Operacyjny Rybactwo i Morze 2014–2020 oraz Program Fundusze Europejskie dla Rybactwa 4.1 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rybołówstwo i rybactwo;0;Program Operacyjny Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007–2013, Program Operacyjny Rybactwo i Morze 2014–2020 oraz Program Fundusze Europejskie dla Rybactwa 0 zł
85;050;05095;Pozostała działalność;266;85-050-05095;85-050;0.3 MLN;Pozostała działalność 0.3 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Rybołówstwo i rybactwo;0;Pozostała działalność 0 zł
85;100;;Górnictwo i kopalnictwo;926;85-100;85;0.9 MLN;Górnictwo i kopalnictwo 0.9 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Górnictwo i kopalnictwo;0;Górnictwo i kopalnictwo 0 zł
85;100;10095;Pozostała działalność;926;85-100-10095;85-100;0.9 MLN;Pozostała działalność 0.9 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Górnictwo i kopalnictwo;0;Pozostała działalność 0 zł
85;500;;Handel;103835;85-500;85;103.8 MLN;Handel 103.8 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Handel;2;Handel 2 zł
85;500;50001;Inspekcja Handlowa;103835;85-500-50001;85-500;103.8 MLN;Inspekcja Handlowa 103.8 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Handel;2;Inspekcja Handlowa 2 zł
85;600;;Transport i łączność;990072;85-600;85;990.1 MLN;Transport i łączność 990.1 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Transport i łączność;26;Transport i łączność 26 zł
85;600;60003;Krajowe pasażerskie przewozy autobusowe;633610;85-600-60003;85-600;633.6 MLN;Krajowe pasażerskie przewozy autobusowe 633.6 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Transport i łączność;16;Krajowe pasażerskie przewozy autobusowe 16 zł
85;600;60031;Przejścia graniczne;217034;85-600-60031;85-600;217.0 MLN;Przejścia graniczne 217.0 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Transport i łączność;5;Przejścia graniczne 5 zł
85;600;60055;Inspekcja Transportu Drogowego;133846;85-600-60055;85-600;133.8 MLN;Inspekcja Transportu Drogowego 133.8 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Transport i łączność;3;Inspekcja Transportu Drogowego 3 zł
85;600;60095;Pozostała działalność;5582;85-600-60095;85-600;5.6 MLN;Pozostała działalność 5.6 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Transport i łączność;0;Pozostała działalność 0 zł
85;630;;Turystyka;3666;85-630;85;3.7 MLN;Turystyka 3.7 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Turystyka;0;Turystyka 0 zł
85;630;63095;Pozostała działalność;3666;85-630-63095;85-630;3.7 MLN;Pozostała działalność 3.7 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Turystyka;0;Pozostała działalność 0 zł
85;700;;Gospodarka mieszkaniowa;253277;85-700;85;253.3 MLN;Gospodarka mieszkaniowa 253.3 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Gospodarka mieszkaniowa;6;Gospodarka mieszkaniowa 6 zł
85;700;70005;Gospodarka gruntami i nieruchomościami;253222;85-700-70005;85-700;253.2 MLN;Gospodarka gruntami i nieruchomościami 253.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Gospodarka mieszkaniowa;6;Gospodarka gruntami i nieruchomościami 6 zł
85;700;70095;Pozostała działalność;55;85-700-70095;85-700;0.1 MLN;Pozostała działalność 0.1 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Gospodarka mieszkaniowa;0;Pozostała działalność 0 zł
85;710;;Działalność usługowa;571988;85-710;85;572.0 MLN;Działalność usługowa 572.0 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Działalność usługowa;15;Działalność usługowa 15 zł
85;710;71004;Plany zagospodarowania przestrzennego;346;85-710-71004;85-710;0.3 MLN;Plany zagospodarowania przestrzennego 0.3 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Działalność usługowa;0;Plany zagospodarowania przestrzennego 0 zł
85;710;71005;Prace geologiczne (nieinwestycyjne);1159;85-710-71005;85-710;1.2 MLN;Prace geologiczne (nieinwestycyjne) 1.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Działalność usługowa;0;Prace geologiczne (nieinwestycyjne) 0 zł
85;710;71012;Zadania z zakresu geodezji i kartografii;128648;85-710-71012;85-710;128.6 MLN;Zadania z zakresu geodezji i kartografii 128.6 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Działalność usługowa;3;Zadania z zakresu geodezji i kartografii 3 zł
85;710;71015;Nadzór budowlany;418954;85-710-71015;85-710;419.0 MLN;Nadzór budowlany 419.0 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Działalność usługowa;11;Nadzór budowlany 11 zł
85;710;71035;Cmentarze;17641;85-710-71035;85-710;17.6 MLN;Cmentarze 17.6 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Działalność usługowa;0;Cmentarze 0 zł
85;710;71095;Pozostała działalność;5240;85-710-71095;85-710;5.2 MLN;Pozostała działalność 5.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Działalność usługowa;0;Pozostała działalność 0 zł
85;750;;Administracja publiczna;2123902;85-750;85;2.1 MLD;Administracja publiczna 2.1 MLD;BUDŻETY WOJEWODÓW OGÓŁEM;Administracja publiczna;56;Administracja publiczna 56 zł
85;750;75011;Urzędy wojewódzkie;1968308;85-750-75011;85-750;2.0 MLD;Urzędy wojewódzkie 2.0 MLD;BUDŻETY WOJEWODÓW OGÓŁEM;Administracja publiczna;52;Urzędy wojewódzkie 52 zł
85;750;75018;Urzędy marszałkowskie;844;85-750-75018;85-750;0.8 MLN;Urzędy marszałkowskie 0.8 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Administracja publiczna;0;Urzędy marszałkowskie 0 zł
85;750;75046;Komisje egzaminacyjne;583;85-750-75046;85-750;0.6 MLN;Komisje egzaminacyjne 0.6 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Administracja publiczna;0;Komisje egzaminacyjne 0 zł
85;750;75081;System powiadamiania ratunkowego;150011;85-750-75081;85-750;150.0 MLN;System powiadamiania ratunkowego 150.0 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Administracja publiczna;3;System powiadamiania ratunkowego 3 zł
85;750;75084;Funkcjonowanie wojewódzkich rad dialogu społecznego;3495;85-750-75084;85-750;3.5 MLN;Funkcjonowanie wojewódzkich rad dialogu społecznego 3.5 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Administracja publiczna;0;Funkcjonowanie wojewódzkich rad dialogu społecznego 0 zł
85;750;75095;Pozostała działalność;661;85-750-75095;85-750;0.7 MLN;Pozostała działalność 0.7 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Administracja publiczna;0;Pozostała działalność 0 zł
85;752;;Obrona narodowa;42124;85-752;85;42.1 MLN;Obrona narodowa 42.1 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Obrona narodowa;1;Obrona narodowa 1 zł
85;752;75212;Pozostałe wydatki obronne;3922;85-752-75212;85-752;3.9 MLN;Pozostałe wydatki obronne 3.9 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Obrona narodowa;0;Pozostałe wydatki obronne 0 zł
85;752;75224;Kwalifikacja wojskowa;38202;85-752-75224;85-752;38.2 MLN;Kwalifikacja wojskowa 38.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Obrona narodowa;1;Kwalifikacja wojskowa 1 zł
85;754;;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;3882519;85-754;85;3.9 MLD;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 3.9 MLD;BUDŻETY WOJEWODÓW OGÓŁEM;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;102;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 102 zł
85;754;75410;Komendy wojewódzkie Państwowej Straży Pożarnej;336045;85-754-75410;85-754;336.0 MLN;Komendy wojewódzkie Państwowej Straży Pożarnej 336.0 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;8;Komendy wojewódzkie Państwowej Straży Pożarnej 8 zł
85;754;75411;Komendy powiatowe Państwowej Straży Pożarnej;3520201;85-754-75411;85-754;3.5 MLD;Komendy powiatowe Państwowej Straży Pożarnej 3.5 MLD;BUDŻETY WOJEWODÓW OGÓŁEM;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;93;Komendy powiatowe Państwowej Straży Pożarnej 93 zł
85;754;75415;Zadania ratownictwa górskiego i wodnego;4122;85-754-75415;85-754;4.1 MLN;Zadania ratownictwa górskiego i wodnego 4.1 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;0;Zadania ratownictwa górskiego i wodnego 0 zł
85;754;75421;Zarządzanie kryzysowe;21508;85-754-75421;85-754;21.5 MLN;Zarządzanie kryzysowe 21.5 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;0;Zarządzanie kryzysowe 0 zł
85;754;75495;Pozostała działalność;643;85-754-75495;85-754;0.6 MLN;Pozostała działalność 0.6 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;0;Pozostała działalność 0 zł
85;755;;Wymiar sprawiedliwości;98548;85-755;85;98.5 MLN;Wymiar sprawiedliwości 98.5 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Wymiar sprawiedliwości;2;Wymiar sprawiedliwości 2 zł
85;755;75515;Nieodpłatna pomoc prawna;98548;85-755-75515;85-755;98.5 MLN;Nieodpłatna pomoc prawna 98.5 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Wymiar sprawiedliwości;2;Nieodpłatna pomoc prawna 2 zł
85;758;;Różne rozliczenia;244209;85-758;85;244.2 MLN;Różne rozliczenia 244.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Różne rozliczenia;6;Różne rozliczenia 6 zł
85;758;75814;Różne rozliczenia finansowe;58475;85-758-75814;85-758;58.5 MLN;Różne rozliczenia finansowe 58.5 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Różne rozliczenia;1;Różne rozliczenia finansowe 1 zł
85;758;75818;Rezerwy ogólne i celowe;182492;85-758-75818;85-758;182.5 MLN;Rezerwy ogólne i celowe 182.5 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Różne rozliczenia;4;Rezerwy ogólne i celowe 4 zł
85;758;75860;Euroregiony;3242;85-758-75860;85-758;3.2 MLN;Euroregiony 3.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Różne rozliczenia;0;Euroregiony 0 zł
85;801;;Oświata i wychowanie;324651;85-801;85;324.7 MLN;Oświata i wychowanie 324.7 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Oświata i wychowanie;8;Oświata i wychowanie 8 zł
85;801;80136;Kuratoria oświaty;233749;85-801-80136;85-801;233.7 MLN;Kuratoria oświaty 233.7 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Oświata i wychowanie;6;Kuratoria oświaty 6 zł
85;801;80146;Dokształcanie i doskonalenie nauczycieli;76150;85-801-80146;85-801;76.2 MLN;Dokształcanie i doskonalenie nauczycieli 76.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Oświata i wychowanie;2;Dokształcanie i doskonalenie nauczycieli 2 zł
85;801;80195;Pozostała działalność;14752;85-801-80195;85-801;14.8 MLN;Pozostała działalność 14.8 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Oświata i wychowanie;0;Pozostała działalność 0 zł
85;851;;Ochrona zdrowia;3693566;85-851;85;3.7 MLD;Ochrona zdrowia 3.7 MLD;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;97;Ochrona zdrowia 97 zł
85;851;85111;Szpitale ogólne;96747;85-851-85111;85-851;96.7 MLN;Szpitale ogólne 96.7 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;2;Szpitale ogólne 2 zł
85;851;85120;Lecznictwo psychiatryczne;60;85-851-85120;85-851;0.1 MLN;Lecznictwo psychiatryczne 0.1 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;0;Lecznictwo psychiatryczne 0 zł
85;851;85132;Inspekcja Sanitarna;2705191;85-851-85132;85-851;2.7 MLD;Inspekcja Sanitarna 2.7 MLD;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;71;Inspekcja Sanitarna 71 zł
85;851;85133;Inspekcja Farmaceutyczna;39257;85-851-85133;85-851;39.3 MLN;Inspekcja Farmaceutyczna 39.3 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;1;Inspekcja Farmaceutyczna 1 zł
85;851;85141;Ratownictwo medyczne;590;85-851-85141;85-851;0.6 MLN;Ratownictwo medyczne 0.6 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;0;Ratownictwo medyczne 0 zł
85;851;85144;System Wspomagania Dowodzenia Państwowego Ratownictwa Medycznego;1410;85-851-85144;85-851;1.4 MLN;System Wspomagania Dowodzenia Państwowego Ratownictwa Medycznego 1.4 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;0;System Wspomagania Dowodzenia Państwowego Ratownictwa Medycznego 0 zł
85;851;85146;Działalność dyspozytorni medycznych;222447;85-851-85146;85-851;222.4 MLN;Działalność dyspozytorni medycznych 222.4 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;5;Działalność dyspozytorni medycznych 5 zł
85;851;85147;Centra zdrowia publicznego;20;85-851-85147;85-851;0.0 MLN;Centra zdrowia publicznego 0.0 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;0;Centra zdrowia publicznego 0 zł
85;851;85152;Zapobieganie i zwalczanie AIDS;186;85-851-85152;85-851;0.2 MLN;Zapobieganie i zwalczanie AIDS 0.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;0;Zapobieganie i zwalczanie AIDS 0 zł
85;851;85157;Staże i specjalizacje medyczne;606436;85-851-85157;85-851;606.4 MLN;Staże i specjalizacje medyczne 606.4 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;16;Staże i specjalizacje medyczne 16 zł
85;851;85195;Pozostała działalność;21222;85-851-85195;85-851;21.2 MLN;Pozostała działalność 21.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Ochrona zdrowia;0;Pozostała działalność 0 zł
85;852;;Pomoc społeczna;4434561;85-852;85;4.4 MLD;Pomoc społeczna 4.4 MLD;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;117;Pomoc społeczna 117 zł
85;852;85202;Domy pomocy społecznej;838222;85-852-85202;85-852;838.2 MLN;Domy pomocy społecznej 838.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;22;Domy pomocy społecznej 22 zł
85;852;85203;Ośrodki wsparcia;810247;85-852-85203;85-852;810.2 MLN;Ośrodki wsparcia 810.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;21;Ośrodki wsparcia 21 zł
85;852;85205;Zadania w zakresie przeciwdziałania przemocy w rodzinie;24196;85-852-85205;85-852;24.2 MLN;Zadania w zakresie przeciwdziałania przemocy w rodzinie 24.2 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;0;Zadania w zakresie przeciwdziałania przemocy w rodzinie 0 zł
85;852;85213;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej;94278;85-852-85213;85-852;94.3 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej 94.3 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;2;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej 2 zł
85;852;85214;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe;598934;85-852-85214;85-852;598.9 MLN;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe 598.9 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;15;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe 15 zł
85;852;85216;Zasiłki stałe;1040331;85-852-85216;85-852;1.0 MLD;Zasiłki stałe 1.0 MLD;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;27;Zasiłki stałe 27 zł
85;852;85219;Ośrodki pomocy społecznej;479372;85-852-85219;85-852;479.4 MLN;Ośrodki pomocy społecznej 479.4 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;12;Ośrodki pomocy społecznej 12 zł
85;852;85228;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze;187355;85-852-85228;85-852;187.4 MLN;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze 187.4 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;4;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze 4 zł
85;852;85230;Pomoc w zakresie dożywiania;350000;85-852-85230;85-852;350.0 MLN;Pomoc w zakresie dożywiania 350.0 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;9;Pomoc w zakresie dożywiania 9 zł
85;852;85231;Pomoc dla cudzoziemców;2819;85-852-85231;85-852;2.8 MLN;Pomoc dla cudzoziemców 2.8 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;0;Pomoc dla cudzoziemców 0 zł
85;852;85295;Pozostała działalność;8807;85-852-85295;85-852;8.8 MLN;Pozostała działalność 8.8 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pomoc społeczna;0;Pozostała działalność 0 zł
85;853;;Pozostałe zadania w zakresie polityki społecznej;211678;85-853;85;211.7 MLN;Pozostałe zadania w zakresie polityki społecznej 211.7 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pozostałe zadania w zakresie polityki społecznej;5;Pozostałe zadania w zakresie polityki społecznej 5 zł
85;853;85321;Zespoły do spraw orzekania o niepełnosprawności;211106;85-853-85321;85-853;211.1 MLN;Zespoły do spraw orzekania o niepełnosprawności 211.1 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pozostałe zadania w zakresie polityki społecznej;5;Zespoły do spraw orzekania o niepełnosprawności 5 zł
85;853;85332;Wojewódzkie urzędy pracy;14;85-853-85332;85-853;0.0 MLN;Wojewódzkie urzędy pracy 0.0 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pozostałe zadania w zakresie polityki społecznej;0;Wojewódzkie urzędy pracy 0 zł
85;853;85395;Pozostała działalność;558;85-853-85395;85-853;0.6 MLN;Pozostała działalność 0.6 MLN;BUDŻETY WOJEWODÓW OGÓŁEM;Pozostałe zadania w zakresie polityki społecznej;0;Pozostała działalność 0 zł
